Product Name,Product URL,Price,Shipping,Reviews,Image URL
"ASUS VivoBook 15.6"" Touchscreen Laptop i7-1355U 40GB RAM 1 TB PCIe SSD Windows 11 Home F1504VA-SB76T",https://www.newegg.com/asus-vivobook-15-6-fhd-touch-screen-intel-core-i7-1355u-intel-iris-xe-graphics-40gb-memory-1-tb-ssd-cool-silver/p/N82E16834236635,799.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/34-236-573-36.jpg
"ASUS Vivobook 15 Business Laptop, 15.6"" FHD Touchscreen, Intel Core i7-1355U, 24GB RAM, 1TB SSD, Backlit Keyboard, Fingerprint Reader, Webcam, Touchpad, HDMI, Wi-Fi 6, Windows 11 Home, Silver",https://www.newegg.com/asus-15-6-fhd-yes-intel-iris-xe-graphics-24-memory-1-tb-pcie-ssd-silver/p/1TS-001A-0BAC2?Item=9SIB0GJKGZ1929&cm_sp=SP-_-2944163-_-0-_-2-_-9SIB0GJKGZ1929-_-laptop-_-laptop-_-12,759,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD2505130W2MWZ09.jpg
"Lenovo IdeaPad Slim 3 15.3"" AMD Ryzen 7 8840HS Laptop 16GB Memory 512 GB SSD AMD Radeon 780M Windows 11 Home 83KA003DUS",https://www.newegg.com/lenovo-ideapad-15-3-wuxga-non-touch-screen-amd-ryzen-7-8840hs-amd-radeon-780m-16gb-memory-512-gb-ssd-cosmic-blue/p/N82E16834840640,649.99,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/34-840-640-11.jpg
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 32GB RAM DDR5 | 512GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",https://www.newegg.com/hp-15-6-led-non-touch-screen-32gb-memory-512-gb-ssd-silver/p/1TS-000D-1MKH5,599.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/AEYJS2408130HY6GP60.jpg
"MSI Thin 15 15.6 144Hz IPS Slim VR-Ready Gaming Laptop, Intel Core i5-13420H(Beats Ryzen 7 7435HS),  NVIDIA GeForce RTX 4060, 32GB RAM, 1TB SSD, Wi-Fi 6, Backlit Keyboard, Windows 11 Home, Gray",https://www.newegg.com/msi-b13vf-15-6-nvidia-geforce-rtx-4060-fhd-32gb-memory-1-tb-pcie-ssd/p/2WC-000C-0JBF7?Item=9SIB0GJKH75848&cm_sp=SP-_-2944163-_-0-_-2-_-9SIB0GJKH75848-_-laptop-_-laptop-_-15,899,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD2506040VB38A29.jpg
"ACEMAGIC Laptop Computer, 16GB DDR4 512GB SSD, 18.5 Inch Laptop with Intel Quad-Core N150(Up to 3.6GHz), Metal Shell, BT5.0, 5G WiFi, USB3.2, Type_C, Webcam, Long Battery Life, 180° Open Angle",https://www.newegg.com/acemagic-intel-n150-grey/p/1TS-00NN-00010,338,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/BUU5S2501230E1CJP92.jpg
"Lenovo ThinkPad E16 Gen 2 Business Laptop (16"" FHD+ Anti-Glare, AMD Ryzen 7 7735HS (> i7-1255U), 32GB DDR5 RAM, 1TB SSD) Backlit, Fingerprint, 1080p Webcam, Wi-Fi, Ethernet, Win 11 Pro w/ AI Copilot",https://www.newegg.com/lenovo-thinkpad-e16-16-0-fhd-non-touch-screen-amd-ryzen-7-7735hs-amd-radeon-graphics-32gb-memory-1-tb-ssd-black/p/1TS-000E-1CYB0,899.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/ADG3S2505280J74FQ2D.jpg
"BiTECOOL 15.6-inch Windows 11 Laptop, 16GB RAM, 512GB SSD, FHD IPS Display Laptop Computer, Intel N5095 Quad Core, 2.4/5G WiFi, BT4.2 Backlit and Fingerprint, Lightweight and Portable",https://www.newegg.com/bitecool-15-6-non-touch-screen-intel-celeron-n5095-intel-uhd-graphics-16-gb-lpddr4-memory-512-gb-sata3-ssd-gray/p/1TS-00GJ-00006?Item=9SIBZ0YKEB8230&cm_sp=SP-_-2869958-_-0-_-2-_-9SIBZ0YKEB8230-_-laptop-_-laptop-_-18,239,No free shipping,26,https://c1.neweggimages.com/productimage/nb300/BZ0YS250530077O6QB7.jpg
"HP Newest 255 G10 Professional Business Laptop, AMD Ryzen 7 7730U, 15.6"" FHD IPS Display, 64GB RAM, 1TB PCle SSD, HDMI, Wi-Fi 6, Webcam, Windows 11 Pro, Black",https://www.newegg.com/hp-essential-series-15-6-fhd-non-touch-screen-amd-radeon-graphics-64-memory-2-tb-pcie-ssd-black/p/1TS-000D-1N860,619,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD2507080DHGRR05.jpg
"ASUS Vivobook 17 Daily Traditional Laptop, 17.3 FHD Display, Intel Core i3-1215U, Intel UHD Graphics, 20GB RAM, 1TB SSD, HDMI, Webcam, Wi-Fi, Windows 11 Home, Blue",https://www.newegg.com/asus-17-3-non-touch-screen-intel-uhd-graphics-1-tb-pcie-ssd-blue/p/1TS-001A-0B0B1,499,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD24090917J55C75.jpg
"Hasee X5 15.6 laptop computer  Intel core i9-12900H, Intel® UHD Graphics , 16G LPDDR5 RAM, 512G NVMe PCIe4.0 SSD, 15.6'' Windows 11 Home WIFI6, BT5.2, Silvery, A Metal",https://www.newegg.com/hasee-x5-15-6-fhd-non-touch-screen-intel-core-i9-12900h-intel-uhd-graphics-16gb-memory-512g-ssd-silvery/p/2WC-004U-00052?Item=9SIBDT0KFZ7663&cm_sp=SP-_-2871182-_-0-_-2-_-9SIBDT0KFZ7663-_-laptop-_-laptop-_-21,489.99,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/BDT0S2507020DSZTQD3.jpg
"Auusda 15.6"" Gaming Laptop w/AMD Ryzen 7 5825U up to 4.5GHz, 16GB DDR4 RAM Dual Channel SODIMM×2, 512GB NVMe SSD, Windows 11 Pro Computer, Backlit Keyboard, Fingerprint Unlock, Webcam Switch, Gray",https://www.newegg.com/auusda-t1568-5825u-15-6-fhd-non-touch-screen-amd-ryzen-7-5825u-amd-radeon-graphics-16-gb-memory-512-gb-ssd-gray/p/1TS-00N1-00017,494.99,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/BRFSS2410080EFMS8E9.jpg
"Hasee X5 15.6 laptop computer  Intel core i9-12900H, Intel® UHD Graphics , 16G LPDDR5 RAM, 512G NVMe PCIe4.0 SSD, 15.6'' Windows 11 Home WIFI6, BT5.2, Silvery, A Metal",https://www.newegg.com/hasee-x5-15-6-fhd-non-touch-screen-intel-core-i9-12900h-intel-uhd-graphics-16gb-memory-512g-ssd-silvery/p/2WC-004U-00052,479.99,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/BDT0S2507020DSZTQD3.jpg
"HP Essential 17t Daily Laptop, 17.3-inch Touchscreen, 8 core Intel Processor, 32GB RAM, 1TB SSD, Fingerprint Reader, Wi-Fi 6, Windows 11 Home, Rose",https://www.newegg.com/hp-essential-series-17-3-hd-touch-screen-intel-uhd-graphics-32gb-memory-1-tb-pcie-ssd-rose/p/1TS-000D-1NYB9?Item=9SIB0GJKFH7334&cm_sp=SP-_-2944163-_-0-_-2-_-9SIB0GJKFH7334-_-laptop-_-laptop-_-24,579,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD2502190W8SI71C.jpg
"Acer Aspire Go 15 15.6"" AMD Ryzen 7 5825U Laptop 32GB DDR4 Memory 1TB PCIe Gen4 SSD, Windows 11 Home AG15-42P-R1R7",https://www.newegg.com/acer-america-aspire-go-15-15-6-fhd-non-touch-screen-amd-ryzen-7-5825u-amd-radeon-graphics-32gb-memory-1-tb-pcie-ssd-pure-silver/p/N82E16834360385,649.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/34-360-385-27.png
"ASUS Vivobook 17 Daily Traditional Laptop, 17.3 FHD Display, Intel Core i3-1215U, Intel UHD Graphics, 20GB RAM, 1TB SSD, HDMI, Webcam, Wi-Fi, Windows 11 Home, Blue",https://www.newegg.com/asus-17-3-non-touch-screen-intel-uhd-graphics-1-tb-pcie-ssd-blue/p/1TS-001A-0B0B1?Item=9SIB0GJKD19947&cm_sp=SP-_-2909779-_-0-_-2-_-9SIB0GJKD19947-_-laptop-_-laptop-_-27,499,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD24090917J55C75.jpg
"Microsoft Surface Pro Copilot+ PC (11th Edition) Touchscreen 13"" Qualcomm Snapdragon X Elite 32GB RAM 1TB SSD Windows 11 Home - Platinum",https://www.newegg.com/microsoft-surface-pro-13-touch-screen-qualcomm-snapdragon-x-elite-x1e-78-100-adreno-32gb-memory-1-tb-ssd-platinum/p/0EJ-004A-00EB2,"1,517.18",No free shipping,6,https://c1.neweggimages.com/productimage/nb300/A24GD2406210C2BBO01.jpg
"Asus TUF Gaming A16 Laptop 16"" FHD+ 165Hz 7ms 100% sRGB AMD 8-core Ryzen 7 7735HS 32GB DDR5 2TB SSD Radeon RX 7700S 8GB Graphic Backlit USB-C USB4 Fast Charging Win11 Black",https://www.newegg.com/asus-16-0-non-touch-screen-3-20ghz-amd-radeon-rx-7700s-32gb-memory-2-tb-ssd-black/p/1TS-001A-0APD7,"1,259.00",No free shipping,0,https://c1.neweggimages.com/productimage/nb300/AMRPD2405170FJHFEA0.jpg
"MSI Summit 16"" Touchscreen Laptop Intel Ultra 7 255H 32GB Memory 1 TB NVMe SSD Windows 11 Home Summit 16 AI Evo A2HMTG-041US",https://www.newegg.com/msi-16-qhd-touch-screen-intel-core-ultra-7-255h-intel-arc-graphics-32gb-memory-1-tb-nvme-ssd-ink-black/p/N82E16834156790,"1,099.99",No free shipping,1,https://c1.neweggimages.com/productimage/nb300/34-156-790-03.jpg
"Acer Aspire 3 Laptop, 15.6"" FHD Display, AMD Ryzen 5 7430U Upto 4.3GHz, 16GB RAM, 512GB SSD, Backlit keys, Windows 11 Pro",https://www.newegg.com/acer-america-aspire-15-6-full-hd-non-touch-screen-amd-radeon-graphics-16gb-memory-512-gb-ssd-silver/p/1TS-000X-060P0,469.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/AA0SD25032716LXTAF2.jpg
"Dell Inspiron 3530 15.6"" Full HD Laptop,Intel Core i7-1355U 10-Core Processor,32GB RAM,1TB SSD, Intel Graphics,Wifi-AX, Windows 11 Pro",https://www.newegg.com/dell-inspiron-15-6-15-6-inch-fhd-wide-view-angle-anti-glare-120hz-250-nits-led-backlit-non-touch-narrow-border-display-non-touch-screen-intel-graphics-32gb-memory-1-tb-ssd-silver/p/1TS-000A-13KY5,699.99,No free shipping,0,https://c1.neweggimages.com/productimage/nb300/AE4ND2403220Z7K79FE.jpg
"Microsoft Surface Pro 9 For Business - 13"" PixelSense Display - Core i7 12th Gen i7-1265U Deca-core (10 Core) 1.80 GHz - 16 GB RAM - 512 GB SSD - Windows 11 Pro - Forest QIY-00049",https://www.newegg.com/microsoft-surface-pro-9-tablet-13-0-touch-screen-1-80ghz-intel-iris-xe-graphics-16gb-memory-512-gb-ssd-forest/p/N82E16834736788,"1,199.00",No free shipping,0,https://c1.neweggimages.com/productimage/nb300/34-736-782-09.jpg
"Acer Nitro V - 15.6"" GeForce RTX 4050 Laptop GPU - Intel Core i7-13620H - 16GB Memory - 1 TB PCIe SSD - Windows 11 Home 64-bit Gaming Laptop - 144 Hz IPS (ANV15-51-75HE )",https://www.newegg.com/acer-america-nitro-v-15-6-geforce-rtx-4050-laptop-gpu-intel-core-i7-13620h-fhd-16gb-memory-1-tb-pcie-ssd/p/N82E16834360319,849.99,No free shipping,41,https://c1.neweggimages.com/productimage/nb300/34-360-319-09.jpg
"Refurbished HP EliteBook 830 G7 Laptop Intel Core i7-10610U 32GB Memory 256 GB SSD Intel UHD Graphics 13.3"" FHD Windows 11 Pro",https://www.newegg.com/hp-elitebook-13-3-non-touch-screen-intel-core-i7-10610u-intel-uhd-graphics-32gb-memory-256-gb-ssd/p/N82E16834818182,279.99,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/34-818-182-07.jpg
"Refurbished Dell Latitude 5420 Intel Core i5-1135G7 (2.60GHz, 4 Cores) 32 GB 256GB SSD Windows 11 Pro",https://www.newegg.com/dell-latitude-14-0-non-touch-screen-intel-core-i5-1135g7-intel-iris-xe-graphics-32gb-memory-256-gb-ssd/p/N82E16834817015,232.99,No free shipping,7,https://c1.neweggimages.com/productimage/nb300/34-817-015-07.jpg
"Refurbished HP EliteBook 840 G6 Laptop Intel Core i5 -8365U (1.60GHz) 16GB Memory 256 GB SSD Intel UHD Graphics 14.0"" Windows 11 Pro 64-bit",https://www.newegg.com/hp-elitebook-14-fhd-non-touch-screen-intel-core-i5-8365u-intel-uhd-graphics-16gb-memory-256-gb-ssd/p/N82E16834273967,199.99,No free shipping,41,https://c1.neweggimages.com/productimage/nb300/34-273-967-V01.jpg
"ACEMAGIC Gaming Laptop 15.6-in AMD Ryzen 7 5700U(8C/16T), Radeon RX Vega 8 Graphics,15.6 FHD Display,16GB RAM 512GB NVMe SSD Laptop Computer with Backlit KB,Type_C (Full Function),WiFi 6, 53Wh Battery",https://www.newegg.com/acemagic-15-6-amd-radeon-graphics-2-0ghz-amd-5700u-16gb-memory-512-gb-ssd/p/2WC-007J-00001,398,No free shipping,2,https://c1.neweggimages.com/productimage/nb300/BUU5S2503120EUBMA95.jpg
"Refurbished Lenovo ThinkPad T490 Laptop Intel Core i5-8365U 16GB Memory 256 GB SSD 14.0"" Touchscreen Windows 11 Pro",https://www.newegg.com/lenovo-thinkpad-touch-screen-intel-core-i5-8365u-16gb-memory-256-gb-ssd-black/p/N82E16834840600,204.99,No free shipping,8,https://c1.neweggimages.com/productimage/nb300/34-840-600-04.jpg
"MSI Vector - 16"" GeForce RTX 5080 Laptop GPU - Intel Core Ultra 9 275HX - 16GB Memory - 1 TB SSD - Windows 11 Home Gaming Laptop - 240 Hz (Vector 16 HX AI A2XWIG-050US )",https://www.newegg.com/msi-16-geforce-rtx-5080-laptop-gpu-intel-core-ultra-9-275hx-16gb-memory-1-tb-ssd/p/N82E16834156737,"2,459.99",No free shipping,2,https://c1.neweggimages.com/productimage/nb300/34-156-736-02.jpg
"ASUS TUF Gaming A16 - 16"" GeForce RTX 5060 Laptop GPU - AMD Ryzen 7 260 - 16GB Memory - 512 GB NVMe SSD - Windows 11 Home Gaming Laptop - 165 Hz IPS (FA608UM-NS73 )",https://www.newegg.com/asus-tuf-gaming-a16-16-geforce-rtx-5060-laptop-gpu-amd-ryzen-7-260-fhd-16gb-memory-512-gb-nvme-ssd/p/N82E16834236637,"1,199.99",No free shipping,0,https://c1.neweggimages.com/productimage/nb300/34-236-637-08.jpg
"Aorus 16X Series - 16"" GeForce RTX 4060 Laptop GPU - Intel Core i7-13650HX - 16GB Memory - 1 TB PCIe SSD - Windows 11 Home 64-bit Gaming Laptop - 165 Hz IPS (16X 9KG-43USC54SH )",https://www.newegg.com/aorus-16x-series-16-geforce-rtx-4060-laptop-gpu-intel-core-i7-13650hx-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834725226,"1,069.99",No free shipping,8,https://c1.neweggimages.com/productimage/nb300/34-725-226-01.jpg
"KurieTim Gaming Laptop AMD Ryzen 7 5825U(2.0-4.5GHz), 15.6"" FHD Display, 32GB DDR4 RAM 1TB NVMe SSD Laptop Computer with Backlit KB, Fingerprint Unlock, Webcam Switch",https://www.newegg.com/kurietim-15-6-amd-radeon-graphics-amd-ryzen-7-5825u-fhd-1080p-32gb-memory-1-tb-ssd/p/2WC-007G-00002,539.99,No free shipping,3,https://c1.neweggimages.com/productimage/nb300/BUHVS241216049RK7B7.jpg
"MSI Summit E13 AI Evo 13.3"" Touchscreen Laptop Ultra 7 155H 16GB RAM 1 TB NVMe SSD Windows 11 Home A1MTG",https://www.newegg.com/msi-summit-e13-ai-evo-13-3-touch-screen-intel-core-ultra-7-155h-intel-arc-graphics-16gb-memory-1-tb-nvme-ssd-ink-black/p/N82E16834156710,COMING SOON,No free shipping,1,https://c1.neweggimages.com/productimage/nb300/34-156-710-24.jpg
"Refurbished Lenovo ThinkPad X390 Laptop Intel Core i5-8365U 16 GB RAM 256 GB SSD 13.3"" FHD Touchscreen Windows 11 Pro",https://www.newegg.com/lenovo-thinkpad-13-3-touch-screen-intel-core-i5-8365u-intel-uhd-graphics-16gb-memory-256-gb-ssd/p/1TS-000E-1BSG2,,No free shipping,4,https://c1.neweggimages.com/productimage/nb300/AKSHD240130183CAV33.jpg
"Refurbished HP Pavilion 16.0"" Touchscreen Laptop AMD Ryzen 7 8840U 3.30 GHz 16GB Memory 1TB PCIe SSD Windows 11 Home 16-ag0075cl (Grade A)",https://www.newegg.com/hp-pavilion-16-0-touch-screen-amd-ryzen-7-8840u-amd-radeon-graphics-16gb-memory-1-tb-pcie-ssd-natural-silver/p/N82E16834818077,499.99,Free Shipping,1,https://c1.neweggimages.com/productimage/nb300/34-818-077-02.jpg
"ASUS TUF Gaming - 18"" GeForce RTX 5070 Laptop GPU - AMD Ryzen 7 260 - 16GB (8GBx2) Memory - 1 TB PCIe SSD - Windows 11 Home Gaming Laptop - 240 Hz IPS (FA808UP-NS74 )",https://www.newegg.com/asus-tuf-gaming-18-geforce-rtx-5070-laptop-gpu-amd-ryzen-7-260-wqxga-16gb-memory-1-tb-pcie-ssd/p/N82E16834236631,"1,699.99",Free Shipping,0,https://c1.neweggimages.com/productimage/nb300/34-236-631-15.jpg
"Acer Nitro V - 15.6"" GeForce RTX 4050 Laptop GPU - Intel Core i7-13620H - 16GB Memory - 512 GB PCIe SSD - Windows 11 Home Gaming Laptop - 144 Hz IPS (ANV15-51-717H )",https://www.newegg.com/acer-america-nitro-v-15-6-geforce-rtx-4050-laptop-gpu-intel-core-i7-13620h-16gb-memory-512-gb-pcie-ssd/p/N82E16834360392,839.99,Free Shipping,41,https://c1.neweggimages.com/productimage/nb300/34-360-392-51.jpg
"ACEMAGIC Gaming Laptop AMD Ryzen 7 5825U(8C/16T), Radeon RX Vega 8 Graphics,16.1FHD Display,16GB RAM 512GB NVMe SSD Laptop Computer with Backlit KB,Type_C (Full Function),WiFi 6, 53Wh Battery",https://www.newegg.com/acemagic-amd-ryzen-7-5825u-16-1-16gb-memory-512-gb-pcie-ssd/p/1TS-00NN-00005,428,Free Shipping,17,https://c1.neweggimages.com/productimage/nb300/BUU5S2411040HVJM937.jpg
"TPV Laptop Computer 16GB (8+8) RAM 512GB SSD, 14"" 2K Resolution 3:2 Notebook Display, Intel M3-8100Y Processor(up to 3.40 GHz), MS Office, Windows 11 Laptop with Keyboard, WiFi 5, BT 5, HDMI, Gray",https://www.newegg.com/tpv-14-fhd-non-touch-screen-intel-core-m3-8100y-intel-uhd-graphics-16gb-memory-512-gb-ssd-gray/p/1TS-00TA-00013?Item=9SIBY32KEH0612&cm_sp=SP-_-2871357-_-0-_-2-_-9SIBY32KEH0612-_-laptop-_-laptop-_-5,269,Free Shipping,0,https://c1.neweggimages.com/productimage/nb300/BY32S2503250DNOTZ38.jpg
"Lenovo IdeaPad 1 Everyday Laptop, 14"" HD Display, 8GB RAM, 256GB Storage(128GB eMMC + 128GB PCIe), 1 Yr Office 365 Included, Intel Core Processor, SD Card Reader, HDMI, Wi-Fi 6, Win 11 Home, Grey",https://www.newegg.com/lenovo-ideapad-14-non-touch-screen-intel-uhd-graphics-128-gb-pcie-ssd-grey/p/1TS-000E-1CPU2?Item=9SIB0GJKG64535&cm_sp=SP-_-2892681-_-0-_-2-_-9SIB0GJKG64535-_-laptop-_-laptop-_-6,259,Free Shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD2503260CIV9836.jpg
"MSI Modern 14"" Ryzen 7 7730U Laptop 16GB Memory 512 GB NVMe SSD Windows 11 Home 64-bit Modern 14 C7M-421US",https://www.newegg.com/msi-14-0-fhd-non-touch-screen-amd-ryzen-7-7730u-amd-radeon-graphics-16gb-memory-512-gb-nvme-ssd-classic-black/p/N82E16834156799,579.99,Free Shipping,226,https://c1.neweggimages.com/productimage/nb300/34-156-799-23.jpg
"Lenovo V15 Gen 4 Business Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U, 40GB RAM, 1TB SSD, Webcam, HDMI, RJ-45, Wi-Fi 6, Windows 11 Pro, Black",https://www.newegg.com/lenovo-v-series-15-6-fhd-amd-radeon-graphics-40gb-memory-1-tb-ssd-black/p/1TS-000E-1ANB2,539,Free Shipping,2,https://c1.neweggimages.com/productimage/nb300/B0GJD24051019PQXH33.jpg
"KAMRUI Gaming Laptop 16.1"" FHD Laptop AMD Ryzen 7 5700U 16GB DDR4 RAM 512GB SSD 5G/2.4G WIFI Bluetooth 5.2 Windows 11 Pro",https://www.newegg.com/kamrui-gaming-laptop-16-1-hdmi-16gb-memory-512-gb-ssd/p/2WC-0079-00001?Item=9SIB74MKAZ9616&cm_sp=SP-_-2941576-_-0-_-2-_-9SIB74MKAZ9616-_-laptop-_-laptop-_-9,438,Free Shipping,4,https://c1.neweggimages.com/productimage/nb300/B74MS25020802QHBKEE.jpg
"Machenike Machcreator N17A 17.3"" Laptop, 17.3"" FHD 120Hz Display, Intel N100 Processor, 8GB DDR5 RAM, 256GB SSD, Backlit Keyboard, SD Card Reader, Wi-Fi, HDMI, Webcam, Windows 11 Home, Gray",https://www.newegg.com/machenike-n17-series-17-3-full-hd-intel-uhd-graphics-600-8gb-memory-256-gb-ssd-gray/p/1TS-00T9-00001?Item=9SIB0GJKE97578&cm_sp=SP-_-2892697-_-0-_-2-_-9SIB0GJKE97578-_-laptop-_-laptop-_-10,359,Free Shipping,0,https://c1.neweggimages.com/productimage/nb300/B0GJD24112919SAZYFC.jpg
"ASUS ROG Strix G16 - 16"" GeForce RTX 4070 Laptop GPU - Intel Core i9-14900HX - 32GB Memory - 1 TB PCIe SSD - Windows 11 Pro 64-bit Gaming Laptop - 240 Hz IPS (G614JIR-XS96 )",https://www.newegg.com/asus-rog-strix-g16-16-geforce-rtx-4070-laptop-gpu-intel-core-i9-14900hx-wqxga-32gb-memory-1-tb-pcie-ssd/p/N82E16834236492,"1,998.00",Free Shipping,4,https://c1.neweggimages.com/productimage/nb300/34-236-492-10.jpg
